date,position_id,holding_id,holding_name,instrument_type,position_side,market_value_usd_m,signed_notional_usd_m,gross_notional_usd_m,delta_adjusted_exposure_usd_m,current_exposure_basis,nav_weight,gross_weight,net_weight,asset_class,sub_asset_class,gics_sector_pti,gics_industry_group_pti,region_taxonomy_pti,market_cap_bucket_pti,liquidity_bucket,underlying_reference,lookthrough_method,classification_status
2024-04-30,H_PF_LIONROCK_CREDIT,H_PF_LIONROCK_CREDIT,LionRock Asia Private Credit Fund,private_fund,long,14.1121,14.1121,14.1121,14.1121,private_fund,0.022741563748605656,0.022741563748605656,0.022741563748605656,Private Credit,Asia Private Credit,Diversified Credit,Asia Private Credit,Southeast Asia,Non-classifiable,Illiquid,,mandate_proxy,proxy
2024-04-30,H_PF_METRO_LOGISTICS,H_PF_METRO_LOGISTICS,Metro Logistics Fund,private_fund,long,10.6865,10.6865,10.6865,10.6865,private_fund,0.017221230079114684,0.017221230079114684,0.017221230079114684,Real Estate,Logistics Real Estate,Industrial Real Estate,Logistics Real Estate,Southeast Asia,Non-classifiable,Illiquid,,mandate_proxy,proxy
2024-04-30,H_PF_NORTHSTAR_IV,H_PF_NORTHSTAR_IV,Northstar Buyout Fund IV,private_fund,long,29.0652,29.065200000000004,29.065200000000004,29.065200000000004,private_fund,0.04683839390777936,0.046838393907779365,0.046838393907779365,Private Equity,Buyout,Industrials,Buyout,North America,Non-classifiable,Illiquid,,mandate_proxy,proxy
2024-04-30,H_PF_RENEWABLES_II,H_PF_RENEWABLES_II,SolarBridge Renewables Fund II,private_fund,long,8.4965,8.4965,8.4965,8.4965,private_fund,0.013692058332213344,0.013692058332213344,0.013692058332213344,Infrastructure,Renewables,Utilities / Infrastructure,Renewables,Global / Multi-region,Non-classifiable,Illiquid,,mandate_proxy,proxy
2024-04-30,H_PF_SEEDSPRING_I,H_PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,private_fund,long,7.967,7.967,7.967,7.967,private_fund,0.012838772286558432,0.012838772286558432,0.012838772286558432,Venture Capital / Growth,Southeast Asia VC,Information Technology / Consumer,Southeast Asia VC,Southeast Asia,Non-classifiable,Illiquid,,mandate_proxy,proxy
2024-04-30,H_PF_SPRING_OPP_CREDIT,H_PF_SPRING_OPP_CREDIT,Spring Point Opportunistic Credit Fund,private_fund,long,14.5397,14.5397,14.5397,14.5397,private_fund,0.023430638560923013,0.023430638560923013,0.023430638560923013,Private Credit,Opportunistic Credit,Special Situations Credit,Opportunistic Credit,Global / Multi-region,Non-classifiable,Illiquid,,mandate_proxy,proxy
2024-04-30,H_QAI,H_QAI,Multi-Strategy Liquid Alternatives ETF Proxy,etf,long,5.9782,5.9782,5.9782,5.9782,etf,0.009633833122066478,0.009633833122066478,0.009633833122066478,Hedge Funds / Absolute Return,Multi-Strategy Absolute Return,Multi-Strategy,Absolute Return,Global / Multi-region,Non-classifiable,Liquid,QAI,benchmark_proxy,proxy
2024-04-30,H_QQQ,H_QQQ,Invesco QQQ Trust,etf,long,18.2752,18.2752,18.2752,18.2752,etf,0.02945037420500975,0.02945037420500975,0.02945037420500975,Global Public Equities,US Technology / Growth,Information Technology,Growth / Technology ETF,North America,Mega Cap,Liquid,QQQ,lookthrough,lookthrough
2024-04-30,H_SPY,H_SPY,SPDR S&P 500 ETF,etf,long,30.4587,30.4587,30.4587,30.4587,etf,0.049084010724814525,0.049084010724814525,0.049084010724814525,Global Public Equities,US Large Cap Core,Multi-Sector / Diversified,Broad Market ETF,North America,Multi Cap,Liquid,SPY,lookthrough,lookthrough
2024-04-30,H_SPY_PUT,H_SPY_PUT,S&P 500 Protective Put Overlay,listed_option,long,1.5229,-6.0916,9.1374,-6.0916,delta_adjusted_exposure,0.0024541441339525336,0.014724864803715203,-0.009816576535810135,Global Public Equities,Options Overlay,Multi-Sector / Diversified,Equity Index Option,North America,Multi Cap,Liquid,SPY,underlying_proxy,proxy
2024-04-30,H_TLT,H_TLT,iShares 20+ Year Treasury Bond ETF,etf,long,12.6107,12.6107,12.6107,12.6107,etf,0.02032206673454279,0.02032206673454279,0.02032206673454279,Fixed Income & Liquid Credit,Long Duration Treasuries,Fixed Income / Sovereign,Government Bonds,North America,Non-classifiable,Liquid,TLT,benchmark_proxy,proxy
2024-04-30,H_VNQ,H_VNQ,US Listed REIT ETF Proxy,etf,long,5.1241,5.1241,5.1241,5.1241,etf,0.008257456140774956,0.008257456140774956,0.008257456140774956,Hedge Funds / Absolute Return,Listed Real Estate,Real Estate,REITs,North America,Mid Cap,Liquid,VNQ,lookthrough,lookthrough
2024-05-31,H_2800HK,H_2800HK,Tracker Fund of Hong Kong ETF,etf,long,9.0989,9.0989,9.0989,9.0989,etf,0.014752417216368732,0.014752417216368732,0.014752417216368732,Global Public Equities,Hong Kong Broad Market,Multi-Sector / Diversified,Hong Kong Equity ETF,Greater China,Large Cap,Liquid,2800.HK,lookthrough,lookthrough
2024-05-31,H_ACWI,H_ACWI,iShares MSCI ACWI ETF,etf,long,15.3725,15.3725,15.3725,15.3725,etf,0.024924060453310658,0.024924060453310658,0.024924060453310658,Global Public Equities,Global Equity Core,Multi-Sector / Diversified,Broad Market ETF,Global / Multi-region,Multi Cap,Liquid,ACWI,lookthrough,lookthrough
2024-05-31,H_AGG,H_AGG,iShares Core US Aggregate Bond ETF,etf,long,21.4457,21.4457,21.4457,21.4457,etf,0.03477078700689961,0.03477078700689961,0.03477078700689961,Fixed Income & Liquid Credit,US Aggregate Bonds,Fixed Income / Credit,Aggregate Bonds,North America,Non-classifiable,Liquid,AGG,benchmark_proxy,proxy
2024-05-31,H_BABA,H_BABA,Alibaba ADR,equity,long,5.3077,5.3077,5.3077,5.3077,equity,0.00860559022072122,0.00860559022072122,0.00860559022072122,Global Public Equities,China Internet ADR,Consumer Discretionary,Broadline Retail,Greater China,Large Cap,Liquid,BABA,direct,direct
2024-05-31,H_BIL,H_BIL,SPDR 1-3 Month T-Bill ETF,etf,long,7.1486,7.1486,7.1486,7.1486,etf,0.011590316380324381,0.011590316380324381,0.011590316380324381,Fixed Income & Liquid Credit,Treasury Bills,Fixed Income / Sovereign,Treasury Bills,North America,Non-classifiable,Liquid,BIL,benchmark_proxy,proxy
2024-05-31,H_BRKB,H_BRKB,Berkshire Hathaway Class B,equity,long,8.9989,8.9989,8.9989,8.9989,equity,0.014590283142839309,0.014590283142839309,0.014590283142839309,Global Public Equities,US Quality Compounder,Financials,Multi-Sector Holdings,North America,Mega Cap,Liquid,BRK.B,direct,direct
2024-05-31,H_CASH_HKD,H_CASH_HKD,HKD Working Capital,cash,long,2.3066,2.3066,2.3066,2.3066,cash,0.0037397845400296867,0.0037397845400296867,0.0037397845400296867,Cash & Liquidity,Cash Accounts,Cash,Cash,Global / Multi-region,Non-classifiable,Cash,,direct,direct
2024-05-31,H_CASH_JPY,H_CASH_JPY,JPY Treasury Buffer,cash,long,1.5377,1.5377,1.5377,1.5377,cash,0.002493135648661948,0.002493135648661948,0.002493135648661948,Cash & Liquidity,Cash Accounts,Cash,Cash,Global / Multi-region,Non-classifiable,Cash,,direct,direct
2024-05-31,H_CASH_OPS_USD,H_CASH_OPS_USD,USD Operating Cash,cash,long,11.533,11.533,11.533,11.533,cash,0.018698922700148432,0.018698922700148432,0.018698922700148432,Cash & Liquidity,Cash Accounts,Cash,Cash,Global / Multi-region,Non-classifiable,Cash,,direct,direct
2024-05-31,H_CASH_RESERVE_USD,H_CASH_RESERVE_USD,USD Liquidity Reserve,cash,long,4.3249,4.3249,4.3249,4.3249,cash,0.007012136546074046,0.007012136546074046,0.007012136546074046,Cash & Liquidity,Cash Accounts,Cash,Cash,Global / Multi-region,Non-classifiable,Cash,,direct,direct
2024-05-31,H_CASH_SGD,H_CASH_SGD,SGD Near-Term Reserve,cash,long,1.9222,1.9222,1.9222,1.9222,cash,0.003116541161382582,0.003116541161382582,0.003116541161382582,Cash & Liquidity,Cash Accounts,Cash,Cash,Global / Multi-region,Non-classifiable,Cash,,direct,direct
2024-05-31,H_CNYA,H_CNYA,iShares MSCI China A ETF,etf,long,6.0659,6.0659,6.0659,6.0659,etf,0.009834890766221311,0.009834890766221311,0.009834890766221311,Global Public Equities,China A-Shares,Multi-Sector / Diversified,China A-Shares ETF,Greater China,All Cap,Liquid,CNYA,lookthrough,lookthrough
2024-05-31,H_DBC,H_DBC,Broad Commodities ETF Proxy,etf,long,6.767,6.767,6.767,6.767,etf,0.0109716127557361,0.0109716127557361,0.0109716127557361,Hedge Funds / Absolute Return,Commodities,Commodities,Broad Commodities,Global / Multi-region,Non-classifiable,Liquid,DBC,benchmark_proxy,proxy
2024-05-31,H_DBMF,H_DBMF,Managed Futures ETF Proxy,etf,long,8.4587,8.4587,8.4587,8.4587,etf,0.013714434877633361,0.013714434877633361,0.013714434877633361,Hedge Funds / Absolute Return,Managed Futures,Multi-Strategy,Managed Futures,Global / Multi-region,Non-classifiable,Liquid,DBMF,benchmark_proxy,proxy
2024-05-31,H_EEM,H_EEM,iShares MSCI Emerging Markets ETF,etf,long,5.3804,5.3804,5.3804,5.3804,etf,0.00872346169217711,0.00872346169217711,0.00872346169217711,Global Public Equities,Emerging Markets Core,Multi-Sector / Diversified,EM Equity ETF,Global / Multi-region,All Cap,Liquid,EEM,lookthrough,lookthrough
2024-05-31,H_EMB,H_EMB,iShares Emerging Markets Bond ETF,etf,long,7.1486,7.1486,7.1486,7.1486,etf,0.011590316380324381,0.011590316380324381,0.011590316380324381,Fixed Income & Liquid Credit,EM Sovereign / Credit,Fixed Income / Credit,EM Debt,Global / Multi-region,Non-classifiable,Liquid,EMB,benchmark_proxy,proxy
2024-05-31,H_ES_SHORT,H_ES_SHORT,S&P 500 Overlay Short Future,future,short,2.2497,-13.498199999999999,13.498199999999999,-13.498199999999999,signed_notional,0.0036475302521914443,0.021885181513148666,-0.021885181513148666,Global Public Equities,Equity Index Overlay,Multi-Sector / Diversified,Equity Index Future,North America,Multi Cap,Liquid,SPY,underlying_proxy,proxy
2024-05-31,H_EWJ,H_EWJ,iShares MSCI Japan ETF,etf,long,5.3535,5.3535,5.3535,5.3535,etf,0.008679847626397697,0.008679847626397697,0.008679847626397697,Global Public Equities,Japan Equities,Multi-Sector / Diversified,Japan Equity ETF,Japan,Large Cap,Liquid,EWJ,lookthrough,lookthrough
2024-05-31,H_EWS,H_EWS,iShares MSCI Singapore ETF,etf,long,2.1926,2.1926,2.1926,2.1926,etf,0.0035549516962061437,0.0035549516962061437,0.0035549516962061437,Global Public Equities,Southeast Asia Equities,Multi-Sector / Diversified,Southeast Asia Equity ETF,Southeast Asia,Large Cap,Liquid,EWS,lookthrough,lookthrough
2024-05-31,H_EWY,H_EWY,iShares MSCI South Korea ETF,etf,long,3.7651,3.7651000000000003,3.7651000000000003,3.7651000000000003,etf,0.006104510002456331,0.006104510002456332,0.006104510002456332,Global Public Equities,Korea Equities,Multi-Sector / Diversified,Korea Equity ETF,Korea,Large Cap,Liquid,EWY,lookthrough,lookthrough
2024-05-31,H_GLD,H_GLD,SPDR Gold Shares,etf,long,8.2915,8.2915,8.2915,8.2915,etf,0.013443346706692163,0.013443346706692163,0.013443346706692163,Hedge Funds / Absolute Return,Gold / Defensive,Commodities / Precious Metals,Gold,Global / Multi-region,Non-classifiable,Liquid,GLD,benchmark_proxy,proxy
2024-05-31,H_GMACRO,H_GMACRO,Global Macro Hedge Fund Sleeve,fund,long,15.2257,15.2257,15.2257,15.2257,fund,0.02468604763336946,0.02468604763336946,0.02468604763336946,Hedge Funds / Absolute Return,Global Macro,Multi-Strategy,Global Macro,Global / Multi-region,Non-classifiable,Semi-Liquid,GMACRO,mandate_proxy,proxy
2024-05-31,H_GOOGL,H_GOOGL,Alphabet Class A,equity,long,6.7491,6.7491,6.7491,6.7491,equity,0.010942590756574335,0.010942590756574335,0.010942590756574335,Global Public Equities,US Mega-cap Technology,Communication Services,Interactive Media,North America,Mega Cap,Liquid,GOOGL,direct,direct
2024-05-31,H_HSI_FUT,H_HSI_FUT,Hang Seng Index Tactical Long Future,future,long,1.8956,6.82416,6.82416,6.82416,signed_notional,0.0030734134978237554,0.01106428859216552,0.01106428859216552,Global Public Equities,Greater China Tactical Overlay,Multi-Sector / Diversified,Equity Index Future,Greater China,Large Cap,Liquid,2800.HK,underlying_proxy,proxy
2024-05-31,H_HSTECH,H_HSTECH,Hang Seng TECH ETF-style Exposure,etf,long,7.5824,7.5824,7.5824,7.5824,etf,0.012293653991295022,0.012293653991295022,0.012293653991295022,Global Public Equities,Hong Kong / China Technology,Information Technology,Technology ETF,Greater China,Large Cap,Liquid,3067.HK,lookthrough,lookthrough
2024-05-31,H_HYG,H_HYG,iShares High Yield Corporate Bond ETF,etf,long,8.0421,8.0421,8.0421,8.0421,etf,0.013038984327309782,0.013038984327309782,0.013038984327309782,Fixed Income & Liquid Credit,High Yield Credit,Fixed Income / Credit,High Yield Credit,North America,Non-classifiable,Liquid,HYG,benchmark_proxy,proxy
2024-05-31,H_IGIB,H_IGIB,iShares 5-10 Year Investment Grade Corporate Bond ETF,etf,long,10.7229,10.7229,10.7229,10.7229,etf,0.01738547457048657,0.01738547457048657,0.01738547457048657,Fixed Income & Liquid Credit,Investment Grade Credit,Fixed Income / Credit,Investment Grade Credit,North America,Non-classifiable,Liquid,IGIB,benchmark_proxy,proxy
2024-05-31,H_INDA,H_INDA,iShares MSCI India ETF,etf,long,4.9542,4.9542,4.9542,4.9542,etf,0.008032446270794708,0.008032446270794708,0.008032446270794708,Global Public Equities,India Equities,Multi-Sector / Diversified,India Equity ETF,India,All Cap,Liquid,INDA,lookthrough,lookthrough
2024-05-31,H_JD,H_JD,JD.com ADR,equity,long,3.7912,3.7912,3.7912,3.7912,equity,0.006146826995647511,0.006146826995647511,0.006146826995647511,Global Public Equities,China E-commerce ADR,Consumer Discretionary,Broadline Retail,Greater China,Large Cap,Liquid,JD,direct,direct
2024-05-31,H_LQD,H_LQD,iShares Investment Grade Corporate Bond ETF,etf,long,7.1486,7.1486,7.1486,7.1486,etf,0.011590316380324381,0.011590316380324381,0.011590316380324381,Fixed Income & Liquid Credit,Investment Grade Credit,Fixed Income / Credit,Investment Grade Credit,North America,Non-classifiable,Liquid,LQD,benchmark_proxy,proxy
2024-05-31,H_MKTNEUT,H_MKTNEUT,Equity Market Neutral Fund Sleeve,fund,long,13.534,13.534,13.534,13.534,fund,0.0219432255114722,0.0219432255114722,0.0219432255114722,Hedge Funds / Absolute Return,Equity Market Neutral,Multi-Strategy,Equity Market Neutral,Global / Multi-region,Non-classifiable,Semi-Liquid,MKTNEUT,mandate_proxy,proxy
2024-05-31,H_MSFT,H_MSFT,Microsoft,equity,long,7.4991,7.4991,7.4991,7.4991,equity,0.012158596308045012,0.012158596308045012,0.012158596308045012,Global Public Equities,US Mega-cap Technology,Information Technology,Software,North America,Mega Cap,Liquid,MSFT,direct,direct
2024-05-31,H_NQ_SHORT,H_NQ_SHORT,Nasdaq Overlay Short Future,future,short,1.4998,-8.9988,8.9988,-8.9988,signed_notional,0.0024316868347942964,0.014590121008765777,-0.014590121008765777,Global Public Equities,Technology Overlay,Information Technology,Equity Index Future,North America,Mega Cap,Liquid,QQQ,underlying_proxy,proxy
2024-05-31,H_NVDA,H_NVDA,NVIDIA,equity,long,5.9992,5.9992,5.9992,5.9992,equity,0.009726747339177185,0.009726747339177185,0.009726747339177185,Global Public Equities,US Semiconductor Growth,Information Technology,Semiconductors,North America,Mega Cap,Liquid,NVDA,direct,direct
2024-05-31,H_PDD,H_PDD,PDD Holdings ADR,equity,long,4.5495,4.5495,4.5495,4.5495,equity,0.007376289675221131,0.007376289675221131,0.007376289675221131,Global Public Equities,China Internet ADR,Consumer Discretionary,Broadline Retail,Greater China,Large Cap,Liquid,PDD,direct,direct
2024-05-31,H_PF_APAC_LOGISTICS,H_PF_APAC_LOGISTICS,APAC Logistics Real Estate Fund,private_fund,long,6.8475,6.8475,6.8475,6.8475,private_fund,0.011102130684927287,0.011102130684927287,0.011102130684927287,Real Estate,APAC Logistics,Industrial Real Estate,APAC Logistics,Japan,Non-classifiable,Illiquid,,mandate_proxy,proxy
2024-05-31,H_PF_APEX_SECONDARIES_II,H_PF_APEX_SECONDARIES_II,Apex Secondaries Fund II,private_fund,long,16.5845,16.5845,16.5845,16.5845,private_fund,0.026889125424487268,0.026889125424487268,0.026889125424487268,Private Equity,Secondaries,Diversified / Secondaries,Secondaries,Global / Multi-region,Non-classifiable,Illiquid,,mandate_proxy,proxy
2024-05-31,H_PF_ATLAS_COINV_I,H_PF_ATLAS_COINV_I,Atlas Co-Investment Fund I,private_fund,long,18.2429,18.2429,18.2429,18.2429,private_fund,0.02957795689989923,0.02957795689989923,0.02957795689989923,Private Equity,Co-investment,Business Services,Co-investment,North America,Non-classifiable,Illiquid,,mandate_proxy,proxy
2024-05-31,H_PF_BLUE_HORIZON_III,H_PF_BLUE_HORIZON_III,Blue Horizon Ventures III,private_fund,long,14.3064,14.3064,14.3064,14.3064,private_fund,0.023195549095413468,0.023195549095413468,0.023195549095413468,Venture Capital / Growth,US Technology VC,Information Technology,US Technology VC,North America,Non-classifiable,Illiquid,,mandate_proxy,proxy
2024-05-31,H_PF_CLIMATE_ALPHA,H_PF_CLIMATE_ALPHA,Climate Alpha Fund,private_fund,long,11.922,11.922,11.922,11.922,private_fund,0.019329624246177894,0.019329624246177894,0.019329624246177894,Venture Capital / Growth,Climate Technology,Climate / Industrials,Climate Technology,Global / Multi-region,Non-classifiable,Illiquid,,mandate_proxy,proxy
2024-05-31,H_PF_COVE_SPECIALTY_FIN,H_PF_COVE_SPECIALTY_FIN,Cove Specialty Finance Fund,private_fund,long,11.9992,11.9992,11.9992,11.9992,private_fund,0.019454791750942606,0.019454791750942606,0.019454791750942606,Private Credit,Specialty Finance,Financials,Specialty Finance,North America,Non-classifiable,Illiquid,,mandate_proxy,proxy
2024-05-31,H_PF_CRESCENT_DIRECT_LEND,H_PF_CRESCENT_DIRECT_LEND,Crescent Direct Lending Fund,private_fund,long,17.1416,17.1416,17.1416,17.1416,private_fund,0.02779237434811969,0.02779237434811969,0.02779237434811969,Private Credit,Senior Direct Lending,Diversified Credit,Senior Direct Lending,North America,Non-classifiable,Illiquid,,mandate_proxy,proxy
2024-05-31,H_PF_DIGITAL_INFRA,H_PF_DIGITAL_INFRA,Horizon Digital Infrastructure Fund,private_fund,long,6.8175,6.8175,6.8175,6.8175,private_fund,0.01105349046286846,0.01105349046286846,0.01105349046286846,Infrastructure,Digital Infrastructure,Diversified,Digital Infrastructure,Global / Multi-region,Non-classifiable,Illiquid,,mandate_proxy,proxy
2024-05-31,H_PF_DRAGONBRIDGE,H_PF_DRAGONBRIDGE,DragonBridge Greater China Fund,private_fund,long,23.2183,23.2183,23.2183,23.2183,private_fund,0.03764477559428218,0.03764477559428218,0.03764477559428218,Private Equity,Asia Buyout / Greater China,Consumer / Industrials,Asia Buyout / Greater China,Greater China,Non-classifiable,Illiquid,,mandate_proxy,proxy
2024-05-31,H_PF_GLOBAL_GROWTH_II,H_PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,private_fund,long,15.896,15.896,15.896,15.896,private_fund,0.02577283232823719,0.02577283232823719,0.02577283232823719,Venture Capital / Growth,Global Growth Equity,Information Technology / Consumer,Global Growth Equity,Global / Multi-region,Non-classifiable,Illiquid,,mandate_proxy,proxy
2024-05-31,H_PF_HARBOR_PEAK_V,H_PF_HARBOR_PEAK_V,Harbor Peak Partners V,private_fund,long,24.8767,24.8767,24.8767,24.8767,private_fund,0.04033360706969414,0.04033360706969414,0.04033360706969414,Private Equity,Secondaries,Diversified / Secondaries,Secondaries,Global / Multi-region,Non-classifiable,Illiquid,,mandate_proxy,proxy
2024-05-31,H_PF_HARBOUR_CORE_RE,H_PF_HARBOUR_CORE_RE,Harbour Core Real Estate Fund,private_fund,long,17.1186,17.1186,17.1186,17.1186,private_fund,0.027755083511207923,0.027755083511207923,0.027755083511207923,Real Estate,Core Real Estate,Real Estate,Core Real Estate,Global / Multi-region,Non-classifiable,Illiquid,,mandate_proxy,proxy
2024-05-31,H_PF_HOME_MULTIFAMILY,H_PF_HOME_MULTIFAMILY,HomeStone Multifamily Fund,private_fund,long,10.2712,10.2712,10.2712,10.2712,private_fund,0.016653114960354164,0.016653114960354164,0.016653114960354164,Real Estate,US Multifamily,Residential Real Estate,US Multifamily,North America,Non-classifiable,Illiquid,,mandate_proxy,proxy
2024-05-31,H_PF_INDIA_DIGITAL,H_PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,private_fund,long,9.5376,9.5376,9.5376,9.5376,private_fund,0.015463699396942312,0.015463699396942312,0.015463699396942312,Venture Capital / Growth,India Digital Growth,Information Technology,India Digital Growth,India,Non-classifiable,Illiquid,,mandate_proxy,proxy
2024-05-31,H_PF_INFRA_CORE,H_PF_INFRA_CORE,Evergreen Core Infrastructure Fund,private_fund,long,10.2262,10.2262,10.2262,10.2262,private_fund,0.016580154627265926,0.016580154627265926,0.016580154627265926,Infrastructure,Core Infrastructure,Infrastructure,Core Infrastructure,Global / Multi-region,Non-classifiable,Illiquid,,mandate_proxy,proxy
2024-05-31,H_PF_LIONROCK_CREDIT,H_PF_LIONROCK_CREDIT,LionRock Asia Private Credit Fund,private_fund,long,14.1419,14.1419,14.1419,14.1419,private_fund,0.022928838544457566,0.022928838544457566,0.022928838544457566,Private Credit,Asia Private Credit,Diversified Credit,Asia Private Credit,Southeast Asia,Non-classifiable,Illiquid,,mandate_proxy,proxy
2024-05-31,H_PF_METRO_LOGISTICS,H_PF_METRO_LOGISTICS,Metro Logistics Fund,private_fund,long,10.6992,10.6992,10.6992,10.6992,private_fund,0.017347048795060098,0.017347048795060098,0.017347048795060098,Real Estate,Logistics Real Estate,Industrial Real Estate,Logistics Real Estate,Southeast Asia,Non-classifiable,Illiquid,,mandate_proxy,proxy
2024-05-31,H_PF_NORTHSTAR_IV,H_PF_NORTHSTAR_IV,Northstar Buyout Fund IV,private_fund,long,29.0228,29.0228,29.0228,29.0228,private_fund,0.047055847892297574,0.047055847892297574,0.047055847892297574,Private Equity,Buyout,Industrials,Buyout,North America,Non-classifiable,Illiquid,,mandate_proxy,proxy
2024-05-31,H_PF_RENEWABLES_II,H_PF_RENEWABLES_II,SolarBridge Renewables Fund II,private_fund,long,8.5219,8.5219,8.5219,8.5219,private_fund,0.013816903612103958,0.013816903612103958,0.013816903612103958,Infrastructure,Renewables,Utilities / Infrastructure,Renewables,Global / Multi-region,Non-classifiable,Illiquid,,mandate_proxy,proxy
2024-05-31,H_PF_SEEDSPRING_I,H_PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,private_fund,long,7.948,7.948,7.948,7.948,private_fund,0.012886416164118595,0.012886416164118595,0.012886416164118595,Venture Capital / Growth,Southeast Asia VC,Information Technology / Consumer,Southeast Asia VC,Southeast Asia,Non-classifiable,Illiquid,,mandate_proxy,proxy
2024-05-31,H_PF_SPRING_OPP_CREDIT,H_PF_SPRING_OPP_CREDIT,Spring Point Opportunistic Credit Fund,private_fund,long,14.5704,14.5704,14.5704,14.5704,private_fund,0.023623583049531147,0.023623583049531147,0.023623583049531147,Private Credit,Opportunistic Credit,Special Situations Credit,Opportunistic Credit,Global / Multi-region,Non-classifiable,Illiquid,,mandate_proxy,proxy
2024-05-31,H_QAI,H_QAI,Multi-Strategy Liquid Alternatives ETF Proxy,etf,long,5.9211,5.9211,5.9211,5.9211,etf,0.009600120627750706,0.009600120627750706,0.009600120627750706,Hedge Funds / Absolute Return,Multi-Strategy Absolute Return,Multi-Strategy,Absolute Return,Global / Multi-region,Non-classifiable,Liquid,QAI,benchmark_proxy,proxy
2024-05-31,H_QQQ,H_QQQ,Invesco QQQ Trust,etf,long,17.9977,17.9977,17.9977,17.9977,etf,0.029180404151605083,0.029180404151605083,0.029180404151605083,Global Public Equities,US Technology / Growth,Information Technology,Growth / Technology ETF,North America,Mega Cap,Liquid,QQQ,lookthrough,lookthrough
2024-05-31,H_SPY,H_SPY,SPDR S&P 500 ETF,etf,long,29.9962,29.9962,29.9962,29.9962,etf,0.04863406096403299,0.04863406096403299,0.04863406096403299,Global Public Equities,US Large Cap Core,Multi-Sector / Diversified,Broad Market ETF,North America,Multi Cap,Liquid,SPY,lookthrough,lookthrough
2024-05-31,H_SPY_PUT,H_SPY_PUT,S&P 500 Protective Put Overlay,listed_option,long,1.4998,-5.9992,8.9988,-5.9992,delta_adjusted_exposure,0.0024316868347942964,0.014590121008765777,-0.009726747339177185,Global Public Equities,Options Overlay,Multi-Sector / Diversified,Equity Index Option,North America,Multi Cap,Liquid,SPY,underlying_proxy,proxy
2024-05-31,H_TLT,H_TLT,iShares 20+ Year Treasury Bond ETF,etf,long,12.51,12.51,12.51,12.51,etf,0.0202829725985309,0.0202829725985309,0.0202829725985309,Fixed Income & Liquid Credit,Long Duration Treasuries,Fixed Income / Sovereign,Government Bonds,North America,Non-classifiable,Liquid,TLT,benchmark_proxy,proxy
2024-05-31,H_VNQ,H_VNQ,US Listed REIT ETF Proxy,etf,long,5.0752,5.0752,5.0752,5.0752,etf,0.00822862849976531,0.00822862849976531,0.00822862849976531,Hedge Funds / Absolute Return,Listed Real Estate,Real Estate,REITs,North America,Mid Cap,Liquid,VNQ,lookthrough,lookthrough
2024-06-30,H_2800HK,H_2800HK,Tracker Fund of Hong Kong ETF,etf,long,9.0109,9.0109,9.0109,9.0109,etf,0.01464410973111972,0.01464410973111972,0.01464410973111972,Global Public Equities,Hong Kong Broad Market,Multi-Sector / Diversified,Hong Kong Equity ETF,Greater China,Large Cap,Liquid,2800.HK,lookthrough,lookthrough
2024-06-30,H_ACWI,H_ACWI,iShares MSCI ACWI ETF,etf,long,15.3081,15.3081,15.3081,15.3081,etf,0.024878036175626603,0.024878036175626603,0.024878036175626603,Global Public Equities,Global Equity Core,Multi-Sector / Diversified,Broad Market ETF,Global / Multi-region,Multi Cap,Liquid,ACWI,lookthrough,lookthrough
2024-06-30,H_AGG,H_AGG,iShares Core US Aggregate Bond ETF,etf,long,21.3417,21.3417,21.3417,21.3417,etf,0.03468357174628924,0.03468357174628924,0.03468357174628924,Fixed Income & Liquid Credit,US Aggregate Bonds,Fixed Income / Credit,Aggregate Bonds,North America,Non-classifiable,Liquid,AGG,benchmark_proxy,proxy
2024-06-30,H_BABA,H_BABA,Alibaba ADR,equity,long,5.2563,5.2563,5.2563,5.2563,equity,0.008542302542441331,0.008542302542441331,0.008542302542441331,Global Public Equities,China Internet ADR,Consumer Discretionary,Broadline Retail,Greater China,Large Cap,Liquid,BABA,direct,direct
2024-06-30,H_BIL,H_BIL,SPDR 1-3 Month T-Bill ETF,etf,long,7.1139,7.1139,7.1139,7.1139,etf,0.011561190582096413,0.011561190582096413,0.011561190582096413,Fixed Income & Liquid Credit,Treasury Bills,Fixed Income / Sovereign,Treasury Bills,North America,Non-classifiable,Liquid,BIL,benchmark_proxy,proxy
2024-06-30,H_BRKB,H_BRKB,Berkshire Hathaway Class B,equity,long,8.9123,8.9123,8.9123,8.9123,equity,0.014483869442193152,0.014483869442193152,0.014483869442193152,Global Public Equities,US Quality Compounder,Financials,Multi-Sector Holdings,North America,Mega Cap,Liquid,BRK.B,direct,direct
2024-06-30,H_CASH_HKD,H_CASH_HKD,HKD Working Capital,cash,long,2.3062,2.3062,2.3062,2.3062,cash,0.003747932599619161,0.003747932599619161,0.003747932599619161,Cash & Liquidity,Cash Accounts,Cash,Cash,Global / Multi-region,Non-classifiable,Cash,,direct,direct
